0,0, Header,0,1,120,
1,0, Start_track,,,,
1,0,Title_t,THE ILLUMINATI ARE WATCHING YOU,,,
1,0,Copyright_t,I have hidden the password in this file using uncrackable NSA-proof Maths Technology! THE I11LUMINATI ARE WATCHING,,,
1,0, Time_signature,4,2,24,8
1,0, Key_signature,0,major,,
1,0, Tempo,722892,,,
1,0, Program_c,0,8,,
1,1, Program_c,5,60,,
1,1, Program_c,7,32,,
1,1, Program_c,3,72,,
1,1, Program_c,4,9,,
1,1, Program_c,2,24,,
1,1, Program_c,6,40,,
1,1, Program_c,1,64,,
1,2, Program_c,8,50,,
1,2, Note_on_c,0,79,92,
1,2, Program_c,9,0,,
1,2,Program_c,11,0,,
1,41, Note_on_c,2,70,96,
1,42, Note_on_c,2,74,92,
1,42, Note_on_c,9,42,101,
1,62, Note_on_c,9,42,0,
1,62, Note_on_c,2,70,0,
1,63, Note_on_c,2,74,0,
1,82, Note_on_c,2,70,95,
1,82, Note_on_c,2,74,92,
1,83, Note_on_c,9,42,101,
1,104, Note_on_c,9,42,0,
1,104, Note_on_c,2,74,0,
1,105, Note_on_c,2,70,0,
1,124, Note_on_c,0,79,0,
1,124, Note_on_c,0,82,115,
1,166, Note_on_c,2,70,94,
1,166, Note_on_c,9,42,105,
1,166, Note_on_c,2,74,90,
1,186, Note_on_c,2,74,0,
1,186, Note_on_c,9,42,0,
1,186, Note_on_c,2,70,0,
1,206, Note_on_c,2,70,97,
1,207, Note_on_c,2,74,94,
1,207, Note_on_c,9,42,105,
1,227, Note_on_c,2,70,0,
1,228, Note_on_c,9,42,0,
1,228, Note_on_c,2,74,0,
1,248, Note_on_c,0,82,0,
1,248, Note_on_c,0,86,117,
1,289, Note_on_c,2,74,90,
1,289, Note_on_c,2,70,93,
1,290, Note_on_c,9,42,100,
1,309, Note_on_c,2,70,0,
1,310, Note_on_c,9,42,0,
1,310, Note_on_c,2,74,0,
1,330, Note_on_c,9,42,105,
1,330, Note_on_c,2,70,93,
1,330, Note_on_c,2,74,90,
1,350, Note_on_c,2,74,0,
1,351, Note_on_c,2,70,0,
1,351, Note_on_c,9,42,0,
1,371, Note_on_c,8,67,80,
1,412, Note_on_c,0,86,0,
1,412, Note_on_c,0,85,120,
1,413, Note_on_c,9,42,106,
1,413, Note_on_c,2,74,92,
1,413, Note_on_c,2,70,94,
1,432, Note_on_c,2,70,0,
1,433, Note_on_c,9,42,0,
1,433, Note_on_c,2,74,0,
1,454, Note_on_c,0,85,0,
1,454, Note_on_c,0,86,110,
1,455, Note_on_c,2,70,96,
1,455, Note_on_c,9,42,108,
1,455, Note_on_c,2,74,94,
1,475, Note_on_c,2,74,0,
1,475, Note_on_c,2,70,0,
1,475, Note_on_c,9,42,0,
1,495, Note_on_c,0,86,0,
1,496, Note_on_c,0,87,102,
1,536, Note_on_c,2,70,93,
1,536, Note_on_c,9,42,103,
1,536, Note_on_c,2,74,89,
1,557, Note_on_c,9,42,0,
1,557, Note_on_c,2,70,0,
1,558, Note_on_c,2,74,0,
1,577, Note_on_c,0,87,0,
1,577, Note_on_c,0,86,101,
1,578, Note_on_c,2,74,89,
1,578, Note_on_c,2,70,93,
1,578, Note_on_c,9,42,105,
1,598, Note_on_c,9,42,0,
1,598, Note_on_c,2,70,0,
1,599, Note_on_c,2,74,0,
1,618, Note_on_c,0,86,0,
1,619, Note_on_c,0,82,120,
1,659, Note_on_c,2,70,93,
1,660, Note_on_c,9,42,105,
1,660, Note_on_c,2,74,90,
1,680, Note_on_c,9,42,0,
1,680, Note_on_c,2,70,0,
1,681, Note_on_c,2,74,0,
1,700, Note_on_c,0,82,0,
1,700, Note_on_c,0,79,98,
1,701, Note_on_c,2,70,95,
1,701, Note_on_c,2,74,93,
1,701, Note_on_c,9,42,103,
1,721, Note_on_c,9,42,0,
1,721, Note_on_c,2,70,0,
1,722, Note_on_c,2,74,0,
1,741, Note_on_c,0,79,0,
1,741, Note_on_c,8,67,0,
1,741, Note_on_c,0,78,113,
1,782, Note_on_c,0,78,0,
1,783, Note_on_c,2,74,86,
1,783, Note_on_c,9,42,101,
1,783, Note_on_c,2,72,92,
1,803, Note_on_c,2,72,0,
